               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 125,            0.025154,           0.0053464,                   0,             0.98792,             0.98828,             0.99442,             0.54751,            0.020035,            0.004223,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.024414,           0.0053213,                   0,             0.98405,             0.98438,             0.99401,             0.55719,            0.019217,           0.0042766,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.024321,           0.0052862,                   0,             0.99185,             0.99219,             0.99496,             0.54398,            0.020212,           0.0043394,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.024726,           0.0052018,                   0,             0.99575,             0.99609,             0.99496,             0.51958,            0.020551,           0.0044805,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.024772,           0.0052709,                   0,             0.99571,             0.99609,             0.99496,             0.51848,            0.021554,           0.0044805,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.024248,           0.0053321,                   0,             0.99183,             0.99219,             0.99452,             0.57846,            0.018717,            0.004131,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.023037,           0.0051478,                   0,             0.98961,             0.98828,              0.9881,             0.58701,            0.018582,            0.004145,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.024849,           0.0052773,                   0,             0.99165,             0.99219,             0.99444,             0.56471,            0.019874,           0.0042596,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.023867,           0.0052017,                   0,             0.98401,             0.98047,             0.98599,             0.56282,            0.019394,           0.0042333,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.023862,           0.0052298,                   0,             0.99189,             0.99219,             0.99476,             0.52791,            0.020644,           0.0043737,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.025351,           0.0054662,                   0,             0.99187,             0.99219,              0.9948,             0.55403,             0.01986,           0.0042854,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.024856,           0.0053687,                   0,             0.99193,             0.99219,             0.99444,             0.53662,            0.020683,           0.0043192,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.024739,           0.0050439,                   0,               0.988,             0.98828,             0.99414,             0.55224,            0.020126,           0.0042978,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.025133,           0.0052286,                   0,             0.99187,             0.99219,             0.99456,             0.57143,            0.019263,           0.0041617,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.024584,           0.0053917,                   0,             0.98017,             0.98047,             0.99209,             0.49498,            0.021143,           0.0045443,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.025748,           0.0051281,                   0,             0.99174,             0.99219,             0.99456,             0.55005,            0.019513,           0.0042761,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.024971,           0.0052414,                   0,             0.98792,             0.98828,             0.99413,             0.52968,            0.020636,           0.0042934,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.023318,           0.0052201,                   0,             0.99181,             0.99219,             0.99452,             0.54502,            0.019761,           0.0043275,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.024842,           0.0053549,                   0,             0.99186,             0.99219,             0.99472,             0.54259,            0.020861,           0.0043186,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.024033,           0.0051253,                   0,             0.99198,             0.99219,              0.9948,             0.56366,            0.019345,           0.0042512,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.024619,           0.0052592,                   0,             0.98832,             0.99183,             0.99453,             0.54276,            0.020338,           0.0043874,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.023611,           0.0052192,                   0,             0.98673,             0.98828,             0.99225,             0.56269,             0.01894,            0.004285,                   0,            0.005215,            0.005215,            0.005215
                 147,             0.02489,           0.0051506,                   0,             0.99136,             0.99219,             0.99465,             0.54574,            0.019802,           0.0042583,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.023826,           0.0052479,                   0,             0.98782,             0.98828,             0.99382,             0.54822,            0.020068,           0.0042462,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.023118,            0.005314,                   0,             0.98025,             0.98047,             0.98692,             0.52362,            0.020973,           0.0043578,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.022576,           0.0050896,                   0,             0.99181,             0.99219,             0.99468,              0.5485,            0.020101,           0.0042691,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.023614,           0.0051732,                   0,              0.9918,             0.99219,             0.99472,             0.57013,            0.018967,           0.0042143,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.024964,           0.0052532,                   0,              0.9889,             0.98828,             0.99302,             0.56744,            0.018792,           0.0042224,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.023697,           0.0052268,                   0,             0.99177,             0.99219,             0.99468,             0.55918,            0.019439,           0.0041803,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.023625,           0.0051583,                   0,             0.99182,             0.99219,             0.99465,             0.54551,            0.020082,           0.0043386,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.023354,           0.0053614,                   0,             0.99115,             0.98828,             0.99429,             0.53271,            0.020853,           0.0044319,                   0,            0.004918,            0.004918,            0.004918
